AGE,B,CHAS,CRIM,DIS,INDUS,LSTAT,NOX,PTRATIO,RAD_1,RAD_2,RAD_24,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RM,TAX,ZN,MEDV
-0.1094318901398912,0.4435345162232357,-0.2508121299138672,-0.4174012894983972,0.12120789132817435,-1.2918558875018749,-1.1226792506567826,-0.13989478883898554,-1.4151789015559302,,,,,,,,,,0.5050397640063633,-0.667101284189144,0.30269600901609756,24.0
0.377488159246396,0.4435345162232357,-0.2508121299138672,-0.4149923144652125,0.5373302177192795,-0.5933287677790083,-0.5347721906581735,-0.7318206530602059,-0.5163614527388133,,,,,,,,,,0.26901736594902653,-0.988733542705657,-0.48647892433358614,21.6
-0.25515248886133485,0.39955339239193843,-0.2508121299138672,-0.41499460982017505,0.5373302177192795,-0.5933287677790083,-1.256936872531465,-0.7318206530602059,-0.5163614527388133,,,,,,,,,,1.43993367838932,-0.988733542705657,-0.48647892433358614,34.7
-0.7989391133584294,0.41900450366867936,-0.2508121299138672,-0.41441158965969016,1.0568782277875712,-1.310933308838844,-1.4109798281561006,-0.8261856459070673,-0.06695272833025474,,,,,,,,,,1.153335052176839,-1.1078566014154767,-0.48647892433358614,33.4
-0.500389594026691,0.4435345162232357,-0.2508121299138672,-0.4102019086583935,1.0568782277875712,-1.310933308838844,-1.0732159162818997,-0.8261856459070673,-0.06695272833025474,,,,,,,,,,1.381694385362186,-1.1078566014154767,-0.48647892433358614,36.2
-0.34045235152754566,0.41349335547360294,-0.2508121299138672,-0.41470080438497003,1.0568782277875712,-1.310933308838844,-1.0901747737818595,-0.8261856459070673,-0.06695272833025474,,,,,,,,,,0.2828108827186103,-1.1078566014154767,-0.48647892433358614,28.7
-0.05967363691793516,0.4294864914122567,-0.2508121299138672,-0.4079937771844309,0.8188568264075494,-0.47592925185919893,-0.06981684753427365,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.3578213405798743,-0.5777589901567793,0.039637697899536306,22.9
0.9888038416875735,0.4435345162232357,-0.2508121299138672,-0.40153694367480863,1.0038844256465538,-0.47592925185919893,0.8798791724634792,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.11260326467614748,-0.5777589901567793,0.039637697899536306,27.1
1.1274161185201665,0.33255512021649797,-0.2508121299138672,-0.3938830825522222,1.0663193796461767,-0.47592925185919893,2.403349871209875,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.9417468838256237,-0.5777589901567793,0.039637697899536306,16.5
0.6262794253561778,0.3334196140510196,-0.2508121299138672,-0.3986115137750526,1.3082785478817984,-0.47592925185919893,0.5901653568391652,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.370082244375062,-0.5777589901567793,0.039637697899536306,18.9
0.9248289446879155,0.39620347878316636,-0.2508121299138672,-0.39231650279028935,1.1918534892837171,-0.47592925185919893,1.0636001287130448,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,0.20158239507550235,-0.5777589901567793,0.039637697899536306,15.0
0.5196545970234141,0.4435345162232357,-0.2508121299138672,-0.4046448542940865,1.1349219202871001,-0.47592925185919893,0.048895154965445456,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.3624191795030707,-0.5777589901567793,0.039637697899536306,18.9
-1.04062205757936,0.37437500946149077,-0.2508121299138672,-0.40736370224721397,0.7668593267239726,-0.47592925185919893,0.3937252574646298,-0.2599956888258991,-1.4151789015559302,,,,,,,,,,-0.5463327364308658,-0.5777589901567793,0.039637697899536306,21.7
-0.23027336225035683,0.4435345162232357,-0.2508121299138672,-0.3458504846061302,0.4141682567899314,-0.43630691523626314,-0.6591371456578794,-0.13989478883898554,1.2812734448954208,,,,,,,,,,-0.45437595796696756,-0.6015836018987433,-0.48647892433358614,20.4
0.5765211721342212,0.26112631713913287,-0.2508121299138672,-0.3449093890714892,0.2976483122435226,-0.43630691523626314,-0.37648952065854807,-0.13989478883898554,1.2812734448954208,,,,,,,,,,-0.2290818507304184,-0.6015836018987433,-0.48647892433358614,18.2
-0.41864389230490573,0.42970261487088696,-0.2508121299138672,-0.3461224841691911,0.31505988376165445,-0.43630691523626314,-0.6294591450329494,-0.13989478883898554,1.2812734448954208,,,,,,,,,,-0.6306264500227714,-0.6015836018987433,-0.48647892433358614,19.9
-1.3853756691886292,0.33493247826143324,-0.2508121299138672,-0.29716944888312097,0.31505988376165445,-0.43630691523626314,-0.8965611506573176,-0.13989478883898554,1.2812734448954208,,,,,,,,,,-0.475832539608544,-0.6015836018987433,-0.48647892433358614,23.1
